,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
135662,135663,165198,77,8,single,rented,yes,Technical_writer,Nagaon,Assam,6,11,0
89696,89697,2152214,50,14,single,rented,yes,Librarian,Saharsa[29],Bihar,7,13,0
60262,60263,4375734,30,9,single,rented,yes,Air_traffic_controller,Udupi,Karnataka,5,13,0
125991,125992,825461,63,8,single,rented,no,Comedian,Ramgarh,Jharkhand,8,12,0
241426,241427,5072047,74,13,married,rented,no,Geologist,Raichur,Karnataka,10,14,0
126615,126616,6934016,52,12,single,rented,no,Petroleum_Engineer,Kochi,Kerala,3,13,0
150086,150087,3631880,58,8,single,rented,no,Aviator,Amravati,Maharashtra,5,11,0
115964,115965,2264409,48,13,single,rented,no,Engineer,Karimnagar,Telangana,13,13,0
79508,79509,5821445,49,15,single,rented,no,Software_Developer,Tezpur,Assam,13,12,0
142079,142080,9879257,35,8,single,rented,yes,Technical_writer,Jaipur,Rajasthan,4,10,0
204278,204279,8413255,55,15,single,rented,yes,Chef,Bidar,Karnataka,13,12,0
20993,20994,5889209,27,12,single,rented,no,Computer_operator,Gwalior,Madhya_Pradesh,12,14,0
183345,183346,8639811,68,18,single,rented,no,Hotel_Manager,Rajkot,Gujarat,7,10,0
8361,8362,5773747,74,19,single,rented,no,Drafter,Siwan[32],Bihar,14,13,0
176976,176977,6301452,71,4,single,rented,no,Police_officer,Bhubaneswar,Odisha,3,12,0
156243,156244,6712876,51,17,single,rented,yes,Librarian,Panchkula,Haryana,3,14,0
11626,11627,892655,53,4,single,rented,no,Web_designer,Vijayawada,Andhra_Pradesh,4,10,0
28590,28591,145471,62,9,single,rented,no,Technology_specialist,Tezpur,Assam,9,14,0
203415,203416,3440491,67,3,single,rented,no,Computer_hardware_engineer,Jalgaon,Maharashtra,3,12,0
194974,194975,8755938,42,20,single,rented,yes,Biomedical_Engineer,Delhi_city,Delhi,14,13,1
116076,116077,5978301,73,7,single,rented,yes,Aviator,Bhusawal,Maharashtra,7,11,0
82539,82540,1169819,72,18,single,rented,yes,Computer_operator,Vadodara,Gujarat,11,10,0
173347,173348,7462582,72,12,single,rented,no,Chemical_engineer,Belgaum,Karnataka,12,10,0
133497,133498,9508705,70,12,single,rented,no,Petroleum_Engineer,Danapur,Bihar,12,14,0
90780,90781,7622856,59,5,single,owned,no,Lawyer,Thanjavur,Tamil_Nadu,5,11,0
180054,180055,2157500,59,16,single,rented,no,Consultant,Bilaspur,Chhattisgarh,11,11,0
210714,210715,5644262,60,7,single,rented,no,Engineer,Kalyan-Dombivli,Maharashtra,3,11,1
115748,115749,9155705,35,12,single,rented,yes,Psychologist,Anand,Gujarat,12,12,0
187003,187004,5460592,53,12,single,rented,no,Chef,Tinsukia,Assam,4,10,0
100905,100906,7159687,38,5,single,rented,no,Computer_operator,Jalgaon,Maharashtra,3,11,0
82004,82005,5724223,47,0,single,rented,no,Lawyer,Raichur,Karnataka,0,12,0
238739,238740,8500551,65,7,single,rented,no,Firefighter,Gorakhpur,Uttar_Pradesh,5,14,1
35757,35758,5460592,53,12,single,rented,no,Chef,Tinsukia,Assam,4,10,0
58634,58635,2557545,21,13,single,rented,yes,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,6,14,1
41982,41983,6350000,23,4,single,rented,no,Web_designer,Madurai,Tamil_Nadu,4,12,0
209331,209332,192078,62,9,single,rented,yes,Web_designer,Eluru[25],Andhra_Pradesh,5,11,0
24371,24372,2831745,51,16,single,owned,no,Technical_writer,Vijayawada,Andhra_Pradesh,8,13,1
51342,51343,7954133,31,7,single,rented,yes,Drafter,Avadi,Tamil_Nadu,4,12,0
216758,216759,9799505,71,2,single,rented,no,Drafter,Haldia,West_Bengal,2,13,0
213095,213096,7171033,68,19,married,rented,no,Computer_operator,Jalandhar,Punjab,4,10,0
167979,167980,5421595,45,4,single,rented,no,Air_traffic_controller,Giridih,Jharkhand,4,12,0
120728,120729,5732279,29,18,single,rented,yes,Mechanical_engineer,Tezpur,Assam,12,11,0
200003,200004,9999180,22,0,single,rented,no,Drafter,Bhavnagar,Gujarat,0,11,0
174371,174372,4499377,48,11,single,rented,no,Software_Developer,Gaya,Bihar,11,12,1
117702,117703,7907929,31,20,single,rented,no,Secretary,Pune,Maharashtra,12,11,0
144697,144698,7736891,30,12,single,rented,yes,Graphic_Designer,Srikakulam,Andhra_Pradesh,10,14,1
39747,39748,6259733,56,19,single,rented,no,Graphic_Designer,Tinsukia,Assam,4,14,0
168008,168009,3753805,68,0,single,rented,no,Physician,Srinagar,Jammu_and_Kashmir,0,13,0
13723,13724,8149390,78,1,single,rented,no,Computer_hardware_engineer,Ratlam,Madhya_Pradesh,1,11,1
220047,220048,6090357,72,3,single,rented,yes,Politician,Chittoor[28],Andhra_Pradesh,3,14,0
14524,14525,8456007,68,17,single,rented,no,Petroleum_Engineer,Bulandshahr,Uttar_Pradesh,14,11,0
232618,232619,9414756,54,12,single,rented,no,Mechanical_engineer,Chennai,Tamil_Nadu,6,14,0
165220,165221,7479878,55,8,married,rented,no,Analyst,Allahabad,Uttar_Pradesh[5],8,14,0
221965,221966,8159261,36,16,single,rented,no,Technical_writer,Mangalore,Karnataka,9,13,0
9275,9276,5821445,49,15,single,rented,no,Software_Developer,Tezpur,Assam,13,12,0
134330,134331,5510241,78,14,single,rented,yes,Psychologist,Patiala,Punjab,11,11,0
206798,206799,5680109,47,20,single,rented,no,Statistician,Indore,Madhya_Pradesh,5,14,0
201945,201946,5994323,55,10,single,rented,yes,Police_officer,Tezpur,Assam,10,10,0
117254,117255,458263,50,14,single,rented,no,Technician,Asansol,West_Bengal,11,13,0
187662,187663,7718952,60,1,single,rented,yes,Librarian,Morbi,Gujarat,1,12,0
7334,7335,4751315,26,16,single,rented,yes,Army_officer,Rohtak,Haryana,10,12,0
226293,226294,2143141,35,0,single,rented,no,Mechanical_engineer,Maheshtala,West_Bengal,0,14,0
198190,198191,4849926,57,2,single,owned,yes,Industrial_Engineer,Maheshtala,West_Bengal,2,11,0
183382,183383,3082162,34,18,single,norent_noown,no,Physician,Shimoga,Karnataka,3,10,0
234436,234437,6418426,25,13,single,rented,yes,Biomedical_Engineer,Salem,Tamil_Nadu,11,14,1
170715,170716,9604465,45,12,married,rented,yes,Designer,Shimla,Himachal_Pradesh,6,12,0
25316,25317,4279399,49,4,single,rented,yes,Microbiologist,Pallavaram,Tamil_Nadu,4,10,0
197676,197677,2547728,33,7,single,rented,yes,Surveyor,Sambalpur,Odisha,7,13,0
153876,153877,6346747,26,5,single,rented,no,Hotel_Manager,Panvel,Maharashtra,5,14,0
248919,248920,4255478,26,8,single,rented,no,Magistrate,Nangloi_Jat,Delhi,8,11,1
69004,69005,9829613,47,17,single,rented,no,Chartered_Accountant,Jorhat,Assam,12,13,0
228326,228327,9899085,29,19,single,rented,no,Flight_attendant,Satna,Madhya_Pradesh,3,13,0
49631,49632,7656726,79,9,single,rented,yes,Industrial_Engineer,Ambala,Haryana,6,12,0
179620,179621,7363274,70,9,married,rented,no,Drafter,Shahjahanpur,Uttar_Pradesh,5,14,0
54713,54714,1896591,25,19,single,rented,no,Firefighter,Salem,Tamil_Nadu,5,13,0
166371,166372,9930063,46,15,single,rented,yes,Comedian,Kirari_Suleman_Nagar,Delhi,5,10,0
3414,3415,8075181,21,12,single,rented,no,Chartered_Accountant,Ongole,Andhra_Pradesh,7,14,1
155285,155286,5793046,71,5,single,rented,no,Computer_operator,Raebareli,Uttar_Pradesh,5,13,0
152835,152836,3984731,28,1,single,rented,no,Web_designer,Ulhasnagar,Maharashtra,1,13,0
4452,4453,3971141,67,16,single,rented,no,Drafter,Pimpri-Chinchwad,Maharashtra,13,13,0
143730,143731,2653051,37,2,single,rented,yes,Technology_specialist,Solapur,Maharashtra,2,11,0
163430,163431,279696,49,17,single,rented,yes,Graphic_Designer,Ambattur,Tamil_Nadu,12,13,0
133008,133009,383685,58,4,single,rented,no,Lawyer,Panchkula,Haryana,4,10,0
159573,159574,6845511,78,14,single,rented,no,Fashion_Designer,Saharanpur,Uttar_Pradesh,4,12,0
98668,98669,3055894,68,3,single,rented,no,Firefighter,Bahraich,Uttar_Pradesh,3,12,0
155960,155961,3879782,75,8,single,rented,no,Fashion_Designer,Ongole,Andhra_Pradesh,8,14,0
77294,77295,8734369,28,10,single,rented,no,Lawyer,Rajpur_Sonarpur,West_Bengal,6,11,0
107475,107476,8378553,50,15,single,rented,no,Chartered_Accountant,Nagpur,Maharashtra,6,13,0
232542,232543,3419694,23,15,single,rented,no,Petroleum_Engineer,Khammam,Telangana,8,13,0
230053,230054,5274917,78,11,single,rented,no,Artist,Anantapuram[24],Andhra_Pradesh,10,11,0
14866,14867,7826657,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,10,1
108921,108922,6457218,39,3,single,rented,yes,Army_officer,Mumbai,Maharashtra,3,11,0
164145,164146,782667,79,11,single,rented,yes,Statistician,Surat,Gujarat,11,13,0
79124,79125,2576636,75,17,single,norent_noown,yes,Geologist,Gulbarga,Karnataka,11,14,0
17355,17356,9488176,30,7,single,rented,no,Politician,Hyderabad,Telangana,7,11,0
112078,112079,5462646,42,18,married,rented,no,Politician,Sambhal,Uttar_Pradesh,11,11,0
114202,114203,7074289,37,1,married,rented,no,Geologist,Anantapuram[24],Andhra_Pradesh,1,12,0
132192,132193,9635602,36,9,single,rented,no,Graphic_Designer,Bhalswa_Jahangir_Pur,Delhi,9,10,0
102278,102279,1169439,64,11,single,owned,yes,Design_Engineer,Durg,Chhattisgarh,4,13,0
31339,31340,6653271,49,11,single,rented,no,Civil_engineer,Kochi,Kerala,11,10,0
139408,139409,4253315,66,7,single,rented,no,Chemical_engineer,Vasai-Virar,Maharashtra,7,11,0
184955,184956,5395461,71,10,single,rented,no,Technology_specialist,Chinsurah,West_Bengal,5,10,0
73085,73086,7596972,23,4,single,norent_noown,yes,Analyst,Nizamabad,Telangana,4,12,0
242258,242259,6184903,24,5,single,rented,no,Aviator,Jalna,Maharashtra,5,13,0
179139,179140,1577761,22,16,married,rented,no,Industrial_Engineer,Bhilai,Chhattisgarh,7,12,0
203166,203167,5125951,56,10,single,rented,yes,Physician,Narasaraopet,Andhra_Pradesh,7,13,0
149379,149380,2319807,79,20,single,rented,no,Chemical_engineer,Raichur,Karnataka,9,10,0
18621,18622,2853298,23,16,single,rented,yes,Design_Engineer,Bareilly,Uttar_Pradesh,13,11,0
245431,245432,9299188,42,7,single,rented,no,Secretary,Visakhapatnam[4],Andhra_Pradesh,7,12,0
170582,170583,5920246,75,13,single,rented,yes,Technology_specialist,Bathinda,Punjab,13,13,0
9172,9173,4246856,76,0,single,rented,yes,Civil_engineer,Ahmedabad,Gujarat,0,10,1
2425,2426,5682236,32,14,single,owned,yes,Computer_hardware_engineer,Jamshedpur,Jharkhand,6,11,0
226566,226567,5320120,54,9,single,rented,no,Scientist,Durg,Chhattisgarh,7,12,0
155709,155710,6460018,75,0,single,rented,no,Computer_operator,Kochi,Kerala,0,14,0
95926,95927,940069,39,12,single,rented,no,Statistician,Mirzapur,Uttar_Pradesh,11,12,0
81058,81059,8788135,77,7,married,rented,no,Petroleum_Engineer,Ongole,Andhra_Pradesh,7,11,0
248127,248128,3399537,44,1,single,rented,no,Computer_hardware_engineer,Amaravati,Andhra_Pradesh,1,14,0
76919,76920,4662331,79,20,single,rented,no,Civil_servant,Barasat,West_Bengal,8,11,0
63850,63851,6877905,40,9,single,rented,yes,Lawyer,Bulandshahr,Uttar_Pradesh,7,11,1
21911,21912,6402349,68,7,single,rented,no,Technology_specialist,Kota[6],Rajasthan,7,10,0
10903,10904,2217063,34,3,single,rented,no,Computer_hardware_engineer,Chinsurah,West_Bengal,3,11,0
17080,17081,1356494,68,5,single,rented,no,Politician,Madhyamgram,West_Bengal,5,12,0
120242,120243,4727668,62,20,single,rented,yes,Drafter,Khandwa,Madhya_Pradesh,7,10,1
172442,172443,980080,50,11,single,rented,no,Lawyer,Mahbubnagar,Telangana,11,11,0
151561,151562,9078403,25,18,married,rented,no,Official,Vijayanagaram,Andhra_Pradesh,9,12,0
197779,197780,8055788,75,17,single,rented,no,Technical_writer,Jabalpur,Madhya_Pradesh,11,11,0
107978,107979,8964846,23,12,single,rented,no,Architect,Karimnagar,Telangana,5,13,0
192328,192329,750772,26,13,single,rented,no,Designer,Raiganj,West_Bengal,5,12,0
75554,75555,4825413,45,18,single,rented,yes,Chemical_engineer,Srinagar,Jammu_and_Kashmir,11,14,0
152674,152675,44231,54,13,married,rented,no,Chemical_engineer,Tirupati[21][22],Andhra_Pradesh,4,12,0
196678,196679,2564196,55,20,single,rented,no,Statistician,Siliguri,West_Bengal,10,14,0
241141,241142,918153,35,11,single,rented,no,Designer,Jalna,Maharashtra,7,12,0
146608,146609,2513457,32,18,single,rented,yes,Petroleum_Engineer,Dibrugarh,Assam,9,10,0
182197,182198,4098399,79,15,single,rented,no,Computer_hardware_engineer,Aurangabad,Maharashtra,10,12,0
247672,247673,4981855,71,3,single,rented,no,Chartered_Accountant,Sangli-Miraj_&_Kupwad,Maharashtra,3,10,0
193868,193869,5572727,74,2,single,rented,yes,Statistician,Allahabad,Uttar_Pradesh[5],2,13,0
228822,228823,8401352,51,0,single,rented,no,Industrial_Engineer,Guntur[13],Andhra_Pradesh,0,13,0
211863,211864,6329094,26,17,single,rented,no,Army_officer,Thrissur,Kerala,12,11,1
179580,179581,3205080,47,10,single,rented,no,Biomedical_Engineer,Kirari_Suleman_Nagar,Delhi,10,13,1
122775,122776,64822,33,9,single,rented,yes,Computer_operator,Katihar,Bihar,9,11,1
219157,219158,8396492,33,1,single,rented,yes,Economist,Mangalore,Karnataka,1,11,0
238864,238865,6370442,79,19,single,rented,no,Politician,Bally,West_Bengal,14,14,0
121655,121656,3204106,27,17,single,rented,no,Magistrate,Ludhiana,Punjab,7,12,0
159178,159179,9388165,29,19,single,rented,no,Economist,Rewa,Madhya_Pradesh,13,11,0
180319,180320,8909724,71,4,single,rented,no,Artist,Sri_Ganganagar,Rajasthan,4,11,1
72806,72807,9215706,34,10,single,rented,yes,Designer,Sagar,Madhya_Pradesh,10,14,0
137254,137255,3711225,56,17,single,rented,no,Computer_operator,Raichur,Karnataka,12,11,0
123521,123522,7192207,41,12,single,rented,yes,Microbiologist,Shivpuri,Madhya_Pradesh,7,11,0
231599,231600,2248550,40,4,single,rented,no,Computer_hardware_engineer,Ozhukarai,Puducherry,4,12,0
160289,160290,6196316,32,7,single,rented,no,Mechanical_engineer,Gulbarga,Karnataka,7,12,0
65862,65863,1500447,75,13,married,rented,no,Artist,Jaunpur,Uttar_Pradesh,13,12,1
58669,58670,1451174,69,5,married,rented,no,Financial_Analyst,Patna,Bihar,5,12,0
205613,205614,5808564,65,16,married,norent_noown,no,Fashion_Designer,Ajmer,Rajasthan,14,10,0
27512,27513,893955,28,8,married,rented,no,Geologist,Bally,West_Bengal,3,14,0
238560,238561,4489662,74,7,single,rented,no,Geologist,Udaipur,Rajasthan,7,14,1
238036,238037,8165587,69,6,single,rented,no,Drafter,Phusro,Jharkhand,6,14,0
56000,56001,3900011,52,6,single,rented,no,Scientist,Jamshedpur,Jharkhand,4,10,0
85613,85614,2936274,49,4,single,rented,no,Design_Engineer,Pondicherry,Puducherry,4,10,1
16969,16970,143036,29,4,single,rented,no,Secretary,Lucknow,Uttar_Pradesh,4,14,0
126216,126217,1061632,75,6,single,rented,yes,Police_officer,Gorakhpur,Uttar_Pradesh,6,10,0
56989,56990,8867649,78,1,single,rented,no,Industrial_Engineer,Dindigul,Tamil_Nadu,1,12,0
68264,68265,5554078,70,1,single,rented,no,Librarian,Bhilwara,Rajasthan,1,11,0
52548,52549,62100,45,10,single,rented,yes,Geologist,Ballia,Uttar_Pradesh,5,13,0
90475,90476,690298,27,4,single,rented,no,Chef,Rajkot,Gujarat,4,12,0
188562,188563,6307225,57,11,single,rented,yes,Biomedical_Engineer,Bhagalpur,Bihar,8,12,0
166663,166664,7675013,24,17,single,rented,yes,Economist,Hazaribagh,Jharkhand,14,13,0
72782,72783,110437,41,8,single,rented,no,Police_officer,Gopalpur,West_Bengal,8,12,1
229914,229915,9386924,24,3,single,rented,no,Surgeon,Purnia[26],Bihar,3,14,0
136875,136876,6302112,58,18,single,rented,no,Analyst,Dibrugarh,Assam,7,11,0
9674,9675,6474794,47,7,single,rented,yes,Mechanical_engineer,Bettiah[33],Bihar,5,14,0
57274,57275,6641767,35,1,married,rented,no,Surgeon,Shimoga,Karnataka,1,10,0
181032,181033,4298965,22,10,single,rented,no,Technical_writer,Panvel,Maharashtra,10,14,0
179532,179533,8899778,21,6,single,rented,yes,Librarian,Warangal[11][12],Telangana,6,11,0
60027,60028,1512050,70,7,single,rented,no,Librarian,Sasaram[30],Bihar,7,14,0
200691,200692,156398,69,10,single,rented,yes,Technology_specialist,Bathinda,Punjab,7,14,0
6224,6225,1164616,47,11,single,rented,yes,Technical_writer,Jamshedpur,Jharkhand,4,10,0
154660,154661,6493154,31,14,single,rented,no,Scientist,Imphal,Manipur,7,12,0
2961,2962,7046794,23,7,married,rented,no,Designer,Mehsana,Gujarat,6,13,0
62242,62243,4298965,22,10,single,rented,no,Technical_writer,Panvel,Maharashtra,10,14,0
40471,40472,9971347,77,19,single,owned,yes,Mechanical_engineer,Morbi,Gujarat,4,14,0
16577,16578,9516861,67,0,single,rented,no,Engineer,Dehri[30],Bihar,0,13,0
251379,251380,5246128,74,17,married,rented,no,Technical_writer,Kumbakonam,Tamil_Nadu,11,12,0
175715,175716,753622,74,18,single,rented,no,Design_Engineer,Vasai-Virar,Maharashtra,10,10,0
121517,121518,3417564,52,18,single,rented,no,Software_Developer,Pimpri-Chinchwad,Maharashtra,10,14,0
33747,33748,5395461,71,10,single,rented,no,Technology_specialist,Chinsurah,West_Bengal,5,10,0
223555,223556,9183766,72,11,married,rented,no,Technology_specialist,Sambalpur,Odisha,3,14,1
87869,87870,3797942,78,10,single,rented,no,Scientist,Satara,Maharashtra,7,14,0
214998,214999,1464300,58,10,single,rented,yes,Physician,Bhalswa_Jahangir_Pur,Delhi,10,13,0
130491,130492,749226,67,4,single,rented,yes,Hotel_Manager,Saharanpur,Uttar_Pradesh,4,10,0
180028,180029,9574183,39,14,single,rented,yes,Police_officer,Varanasi,Uttar_Pradesh,8,12,0
20289,20290,6437855,27,10,single,rented,no,Architect,Bhind,Madhya_Pradesh,10,10,0
133875,133876,5982820,26,5,single,rented,no,Surveyor,Tiruppur,Tamil_Nadu,5,13,0
23732,23733,3123209,53,16,single,rented,yes,Physician,Silchar,Assam,3,10,0
36468,36469,6842986,37,9,single,owned,yes,Scientist,Nandyal,Andhra_Pradesh,3,11,0
97647,97648,4493999,57,0,single,rented,no,Technician,Karawal_Nagar,Delhi,0,14,0
71179,71180,8369359,49,7,single,rented,yes,Police_officer,Haridwar,Uttarakhand,7,13,0
192644,192645,6548997,46,11,single,rented,no,Technical_writer,Danapur,Bihar,4,14,0
220955,220956,9575872,32,15,single,rented,yes,Lawyer,Madhyamgram,West_Bengal,4,11,0
146568,146569,8035749,64,16,single,rented,no,Lawyer,Kalyan-Dombivli,Maharashtra,10,11,0
12194,12195,7667206,74,17,married,rented,no,Surgeon,Siwan[32],Bihar,9,12,1
113357,113358,9763429,73,5,single,rented,no,Consultant,Tirupati[21][22],Andhra_Pradesh,5,11,1
118866,118867,6115704,57,17,single,owned,no,Economist,Deoghar,Jharkhand,12,14,1
202836,202837,3861206,55,18,single,rented,no,Architect,Amroha,Uttar_Pradesh,10,11,0
105389,105390,373596,60,16,single,rented,no,Firefighter,Imphal,Manipur,14,12,0
143747,143748,6973577,43,15,married,rented,yes,Financial_Analyst,Bikaner,Rajasthan,5,11,1
242627,242628,4613061,66,5,single,rented,yes,Architect,Mysore[7][8][9],Karnataka,5,10,1
240905,240906,8325680,27,14,single,rented,yes,Hotel_Manager,Dindigul,Tamil_Nadu,10,11,0
247068,247069,3122705,62,13,single,rented,no,Air_traffic_controller,Jamshedpur,Jharkhand,11,12,1
164808,164809,6865993,48,19,single,rented,no,Microbiologist,Surendranagar_Dudhrej,Gujarat,8,13,0
125346,125347,1967194,58,9,single,rented,no,Air_traffic_controller,Rewa,Madhya_Pradesh,9,11,0
206197,206198,5245448,25,8,single,rented,yes,Technology_specialist,Dindigul,Tamil_Nadu,7,14,0
53397,53398,9998070,58,13,single,rented,no,Secretary,Vijayanagaram,Andhra_Pradesh,13,13,0
121977,121978,4792051,42,18,single,owned,no,Fashion_Designer,Farrukhabad,Uttar_Pradesh,14,13,0
158758,158759,9846056,28,12,single,rented,no,Analyst,Noida,Uttar_Pradesh,12,13,0
158318,158319,8217682,67,10,single,norent_noown,yes,Computer_operator,Sirsa,Haryana,10,10,0
88009,88010,9237595,53,6,single,rented,no,Librarian,Ambarnath,Maharashtra,5,11,0
33725,33726,3412117,76,3,single,rented,yes,Drafter,Jaunpur,Uttar_Pradesh,3,14,1
48665,48666,6045182,78,6,single,rented,no,Designer,Raichur,Karnataka,6,12,0
242773,242774,139026,23,5,single,rented,no,Chef,Mangalore,Karnataka,5,13,0
124019,124020,2366869,27,7,married,norent_noown,yes,Air_traffic_controller,Madanapalle,Andhra_Pradesh,7,10,0
149234,149235,9720988,36,16,single,rented,no,Economist,Dindigul,Tamil_Nadu,9,14,0
138654,138655,5823961,75,8,single,rented,no,Microbiologist,Warangal[11][12],Telangana,7,12,0
47603,47604,485503,73,7,single,rented,yes,Police_officer,Bhilai,Chhattisgarh,6,13,0
132718,132719,378524,62,11,single,rented,yes,Firefighter,Deoghar,Jharkhand,4,14,0
1844,1845,7581703,40,9,married,rented,no,Petroleum_Engineer,Dewas,Madhya_Pradesh,9,13,0
40751,40752,2637176,68,4,single,rented,no,Geologist,Nizamabad,Telangana,4,12,0
89752,89753,1694660,68,19,married,rented,yes,Graphic_Designer,Satara,Maharashtra,4,11,0
10102,10103,5560320,34,16,single,rented,no,Economist,Pimpri-Chinchwad,Maharashtra,8,11,0
227466,227467,7689109,55,3,single,rented,no,Engineer,Adoni,Andhra_Pradesh,3,13,0
7249,7250,2797000,52,6,single,rented,yes,Chef,Thrissur,Kerala,5,13,0
200207,200208,7667495,24,3,married,rented,no,Petroleum_Engineer,Parbhani,Maharashtra,3,14,0
236572,236573,9993961,72,0,single,rented,no,Computer_operator,Kanpur,Uttar_Pradesh,0,14,0
182572,182573,7622856,59,5,single,owned,no,Lawyer,Thanjavur,Tamil_Nadu,5,11,0
112811,112812,5675460,48,6,married,rented,no,Lawyer,Orai,Uttar_Pradesh,6,10,0
206264,206265,1647746,40,1,single,rented,yes,Magistrate,Phusro,Jharkhand,1,12,0
136285,136286,5430984,29,15,single,rented,no,Secretary,Bhopal,Madhya_Pradesh,13,12,0
81915,81916,5093443,56,2,single,rented,no,Architect,Hyderabad,Telangana,2,14,0
167649,167650,8776228,37,15,single,rented,yes,Magistrate,Burhanpur,Madhya_Pradesh,14,11,0
43308,43309,9934516,66,6,single,rented,yes,Hotel_Manager,Chinsurah,West_Bengal,6,14,0
17181,17182,9079013,31,6,married,rented,no,Analyst,Malda,West_Bengal,6,10,0
